Notion	Philosophe	Idée
Technique	Kant	Le déploiement de la technique moderne n’est donc pas sans poser des problèmes moraux. Kant rappelle en effet que l’impératif moral fondamental, c’est de toujours considérer l’être humain en même temps comme une fin, et jamais seulement comme un moyen. Le respect de la personne humaine doit limiter le pouvoir de l’État sur le citoyen ou du patron sur le travailleur, dans leur usage des techniques de contrôle et de surveillance.
Technique	Lév-Strauss	Le premier chapitre de <i>La Pensée sauvage</i> est intitulé « La science du concret ». Claude Lévi-Strauss repère, dans la pensée des sociétés dites primitives, parfois réduite à l’irrationalité, une méthode rationnelle de cartographie du monde, différente du raisonnement de la science moderne, mais non moins digne. Afin de saisir la distinction entre la science du concret et la science moderne, l’anthropologue propose une analogie entre la pensée sauvage et le bricolage.
Technique	Lév-Strauss	Lévi-Strauss discute deux opinions : d’une part, les techniques caractérisant les sociétés réputées « premières » seraient qualitativement inférieures aux techniques des sociétés dites « avancées » ; d’autre part, l’accumulation heureuse d’un capital technique dans une société serait propre à une seule culture : la nôtre. Dans quelle mesure s’agit-il d’opinions préconçues ?
Technique	Marx	Dans les <i>Manuscrits de 1844</i>, Marx caractérise l’aliénation de l’ouvrier, dans le monde industriel, par une triple privation : privation de la maîtrise de l’objet, privation des moyens de la production, privation de son propre corps. Dans <i>Le Capital</i>, en 1867, il reprend la question de la privation du corps, discutée à partir d’une distinction difficile à opérer entre organisme et mécanisme.
Technique	Marx	La révolution industrielle se caractérise, au xix<sup>e</sup> siècle, par l’irruption de la machine-outil, qui rompt avec le travail artisanal. Marx, dans <i>Le Capital</i>, analyse cette irruption comme un moment stratégique, susceptible d’étayer son hypothèse d’une détermination de l’organisation du travail par un certain état des techniques.
Technique	Marx	Réfléchissant aux conséquences de la révolution industrielle sur le sort des travailleurs en usine, Marx met au jour une distinction centrale entre l'outil et la machine : le premier exige du travailleur des compétences et un savoir-faire, la seconde ne requiert qu une force de travail mise à son service. Le machinisme rend le travail industriel aliénant : l'ouvrier est asservi et dépossédé du produit de son travail.
Technique	Mauss	Pour Mauss, nos comportements physiques relèvent de techniques du corps dont la source est à la fois biologique et sociale. Elles sont une sorte d'habitus, un ensemble de comportements acquis par l'éducation et les normes sociales qui structurent et organisent notre manière de nous rapporter au monde et aux autres.
Technique	Pascal	Conscient des erreurs qui peuvent s’introduire dans le calcul arithmétique opéré par un être humain, Pascal propose une machine arithmétique « qui relève le défaut de la mémoire ». C’est l’occasion, pour le philosophe, de réfléchir aux rapports entre concepteur et exécutant, ainsi qu’entre théorie scientifique et application technique.
Technique	Platon	Toute invention technique est-elle nécessairement un progrès ? Dans le <i>Phèdre</i>, Platon évoque le mythe de Theuth, une divinité à laquelle les Égyptiens attribuaient l'invention de l'écriture. C'est en utilisant lui-même l'écriture que Platon dégage l'ambivalence de cette technique : il la présente comme un pharmakon, terme qui désigne, en grec, à la fois un remède et un poison.
Technique	Protagoras	En compensant la débilité naturelle de nos corps, la technique nous permet de survivre
Technique	Protagoras	La technique, un auxiliaire au dénuement naturel de l'homme. Platon donne la parole à Protagoras, sophiste grec, pour raconter le mythe de Prométhée, récit fictif qui confère à l'homme une place particulière parmi les animaux.
Technique	Rosa	Nous pourrions penser que les technologies modernes favorisent la rapidité d'exécution de certaines tâches. Mais force est de constater que les individus semblent souffrir d'un manque de temps chronique.
Technique	Séris	Certains problèmes techniques (Comment effectuer une fécondation in vitro ? Comment prélever ou greffer un foie ou un coeur ?…) conduisent à des problèmes d'ordre juridique, mais aussi d'ordre moral. Les médecins, et finalement la société tout entière, se trouvent placés devant des responsabilités inédites. La notion de problème n'a dès lors pas le même sens s'il s'agit de technique ou d'éthique.
Technique	Simondon	Évitant de réduire l’objet technique à sa fonction répétitive, et de faire de lui une simple application d’une théorie, Simondon propose de pénétrer à l’intérieur de l’objet, pour comprendre son fonctionnement interne et les causes de son évolution, qui procède « par convergence et adaptation à soi ».
Technique	Simondon	L’essence de l’objet technique implique la culture, dont il constitue un moment crucial et significatif ; ainsi, Simondon, refusant de ramener l’objet technique à son seul usage, l’inscrit dans une histoire qui permet d’en comprendre la nature.
Technique	Simondon	Simondon conteste ici la définition classique de la technique comme artifice. L'objet technique évolué a un mode d'existence qui le rapproche de la nature.
Technique	Vial	Les objets produits par la technique humaine, et a fortiori les appareils numériques, ne sont pas des objets anodins ; ils contribuent à des modifications très profondes en l'homme qui ne concernent pas simplement son mode de vie.
Technique	Weil	En 1934, Simone Weil entre comme manœuvre dans une usine ; il s’agit pour elle de faire l’expérience directe de la réalité concrète vécue par les ouvriers, afin de découvrir « les conditions réelles qui déterminent la liberté et la servitude des ouvriers ». L’une de ces conditions réelles, c’est la relation de l’ouvrier à la machine.
Tecnique	Nietzsche	Le corps est cet ensemble de puissances ; il dépasse de très loin les puissances superficielles de la conscience. En particulier, le geste de l’artiste touche à l’inconscience – mais il faut voir que cette inconscience apparemment sans efforts est le résultat d’un travail et d’une attention constants.
Temps	Aristote	Le temps n’est pas le mouvement, puisque le mouvement peut être lent ou rapide, alors que le temps ne peut, semble-t-il, sans se contredire, comporter lui-même de vitesse. Mais le temps a quelque chose du mouvement, puisque l’existence même du temps ne va pas sans celle du mouvement. C’est cette primauté du mouvement sur le temps qu’Aristote discute au quatrième livre de la <i>Physique</i>.
Temps	Augustin	Les commentateurs d’Aristote, à partir du livre IV de la <i>Physique</i>, avaient élaboré une compréhension cosmologique du temps comme « nombre du mouvement ». Une telle conception du temps suffit-elle à épuiser son essence ? Dialoguant de façon critique avec cette tradition, Augustin propose une définition alternative du temps.
Temps	Augustin	Rien ne semble plus évident que l'existence du temps. Et pourtant, pouvons-nous concevoir clairement ce qu il est ? Ne nous échappe-t-il pas à chaque fois que nous cherchons à le comprendre ? Seul le présent existe
Temps	Augustin	S’il est difficile de définir le temps, n’est-ce pas parce que nous ne savons pas vraiment ce qu’il est, alors même que nous croyons le connaître de façon intime ? Comment dire ce qu’est ce présent, qui paraît se réduire à la conversion de ce qui n’est pas en ce qui n’est plus ?
Temps	Bachelard	Pour Bachelard, le temps de la conscience est une succession d'instants mémorables.
Temps	Bergson	Au début de <i>La Pensée et le Mouvant</i>, Bergson procède à une brève récapitulation de son itinéraire philosophique. Il rappelle la distinction entre la durée – temps de la conscience – et le temps spatial qu’étudie la science. Leur différence n’est-elle pas celle qui sépare un temps mouvant et un temps immobile ?
Temps	Bergson	La durée est le temps vécu par la conscience. La durée est, selon Bergson, une dimension de la conscience irréductible à toute mesure quantitative et à toute forme de spatialisation.
Temps	Bergson	Le premier chapitre de <i>L’Évolution créatrice</i> analyse « l’évolution de la vie », en discutant les concepts de mécanisme et de finalité. Dans ce cadre, Bergson soutient que « quant à la vie psychologique, telle qu’elle se déroule sous les symboles qui la recouvrent, on s’aperçoit sans peine que le temps en est l’étoffe même ».
Temps	Certeau	Michel de Certeau, spécialiste de l’histoire de la mystique à l’époque moderne, s’interroge, dans <i>L’Opération historique</i>, sur ce que fait l’historien. Pratiquer les sciences historiques, c’est nécessairement entretenir un certain rapport à la mort, mais c’est aussi ouvrir une brèche dans le présent, par la représentation de ce qui ne s’y réduit pas.
Temps	Épicure	La mort n'est rien pour nous. Si notre vie ne dure qu un temps, il ne faut toutefois pas avoir peur de la mort.
Temps	Hawking	La théorie de la relativité établie par Einstein au début du XX<sup>e</sup> siècle affirme qu il n'existe aucun système de référence universel par rapport auquel on puisse mesurer un mouvement et que le temps est relatif à la position des observateurs. Alors que la physique classique pense le temps comme un invariant, la science actuelle l'envisage comme un devenir ouvert et irréversible.
Temps	Husserl	<i>Les Leçons pour une phénoménologie de la conscience intime du temps</i> proposent une description minutieuse de notre expérience de la temporalité. Si les phénomènes nous apparaissent dans le temps, comment la temporalité de notre expérience se constitue-t-elle ?
Temps	Jonas	Les individus ne sont pas toujours prêts à limiter leurs actions présentes au nom de bienfaits futurs très hypothétiques. L’éthique de la responsabilité de Jonas, pour être politiquement possible, peut nécessiter une dictature écologique, s’appuyant sur la science et visant les intérêts profonds de l’humanité.
Temps	Jonas	Nous sommes responsables de l’avenir de l’humanité
Temps	Kant	Le quatrième paragraphe de la <i>Critique de la raison pure</i> est une « exposition métaphysique du concept de temps ». Au deuxième paragraphe, Kant avait explicité sa démarche : « J’entends par exposition la représentation claire (quoique non détaillée) de ce qui appartient à un concept ».
Temps	Kant	Le temps n'existe pas en soi, mais en nous. Le temps n'existe pas au même titre que les choses perceptibles ou les phénomènes ; il n'est d'ailleurs ni une chose ni un phénomène, mais une condition nécessaire de leur appréhension.
Temps	Kierkegaard	Dans le <i>Post-scriptum définitif et non philosophique aux Miettes philosophiques</i>, Kierkegaard critique une manière « abstraite » d’interroger l’existence, qui en dépouillerait notamment le caractère temporel. Il soulève ainsi le paradoxe d’une pensée qui ne s’interroge pas sur ses propres conditions temporelles d’existence.
Temps	Leibniz	À observer le cours général de l'histoire, il semble parfois difficile d'y trouver un ordre, une logique et davantage encore un sens, tant les guerres sont nombreuses et les catastrophes fréquentes. Pour autant, ces désastres, tant physiques que moraux, sont-ils incompatibles avec toute forme de progrès ?
Temps	Lévi-Strauss	Il est faux de dire que certaines civilisations sont moins avancées que d'autres.
Temps	Locke	Notre existence peut être appelée durée. Dans l'<i>Essai sur l'entendement humain</i>, Locke cherche à montrer que le temps n'est pas une notion mystérieuse. Notre idée de la durée est tirée de la réflexion que nous faisons sur la succession de nos propres idées.
Temps	Lucrèce	Dans quelle mesure le temps est-il le « milieu » dans lequel les événements se produisent ? Se référant à différents événements de la guerre entre Grecs et Troyens, chantée par Homère dans <i>L’Iliade</i>, Lucrèce soutient qu’il faut prendre garde à ne pas donner au temps une existence propre.
Temps	Machiavel	Dans les <i>Discours sur la première décade de Tite-Live</i>, Machiavel s’étonne que les exemples du passé soient « plutôt admirés qu’imités » : alors que l’Antiquité fait l’objet d’un éloge presque unanime, peu nombreux sont ceux qui cherchent à en tirer profit pour un présent qu’ils méprisent souvent.
Temps	Marx	On ne saurait s’appuyer prioritairement sur les sentiments et les valeurs individuels pour expliquer l’histoire. Les éléments subjectifs ne sont eux-mêmes que les reflets des rapports économiques qui déterminent l’existence des individus.
Temps	Merleau-Ponty	Merleau-Ponty considère que la métaphore qui rapproche le temps d’une rivière est « en réalité très confuse », car elle fait comme si le temps existait indépendamment d’un sujet qui le considère. Or, si cette métaphore garde un sens, c’est sans doute en raison de la continuité immanente au temps. Cette continuité pourrait-elle exister sans le sujet qui se projette et se remémore ?
Temps	Montaigne	Dans le dernier livre des <i>Essais</i>, Montaigne s'emploie à réfléchir au temps qui passe et au temps qu il lui reste à vivre. Il se demande s'il est bien raisonnable de le laisser passer. Passer le temps c'est le perdre.
Temps	Newton	Dans les <i>Principes mathématiques de la philosophie naturelle</i>, Newton offre ses définitions du temps et de l'espace, distinguant temps et espace absolu et temps et espaces relatifs. Cette distinction permet de définir le cadre spatio-temporel de la physique classique, cadre remis en cause au XX<sup>e</sup> siècle avec la découverte de la relativité restreinte.
Temps	Pascal	Il est difficile de vivre au présent. Pascal fait un constat paradoxal : nous avons du mal à vivre au présent. Il essaie ici de comprendre pourquoi nous avons souvent tendance à nous réfugier dans le passé ou l'avenir.
Temps	Pascal	L’homme ne peut pas être heureux, parce qu’il ne sait pas vivre dans le présent
Temps	Pascal	La seule façon pour les hommes de connaître le bonheur véritable, c’est précisément de sortir de notre expérience commune du temps. C’est en s’unissant à Dieu par la foi que le bonheur nous devient accessible, sous la forme d’une félicité éternelle.
Temps	Pascal	Le temps s'inscrit dans le sens du progrè. Contrairement au temps de la nature qui semble correspondre à un éternel retour à l'identique, le temps humain manifeste un progrès qui est celui de connaissance.
Temps	Pascal	Les <i>Pensées</i> de Pascal proposent une analyse du « divertissement ». Il ne faut pas entendre là un amusement occasionnel, mais la tendance constante des hommes à se détourner de la réalité présente. Cette nécessité de diversion ne nous conduit elle pas à errer dans des temps « qui ne sont point nôtres » ?
Temps	Platon	Timée, en un long discours exposé à la demande de Socrate, cherche à expliciter comment « le devenir, c’est-à-dire notre univers », a été constitué et « pour quelle raison » (<i>Timée</i>, 29e). Dès lors, comment ne pas chercher, ne serait-ce que sur un mode mythique, à qualifier la nature du temps ?
Temps	Ricoeur	C’est précisément parce qu’il a une subjectivité que l’historien peut connaître le passé
Temps	Rosa	La vie moderne subit une accélération inédite dont l'effet est un changement radical dans notre rapport au temps social, et surtout au présent.
Temps	Russell	L’analyse peut découvrir des différences logiques importantes là où un seul fait est apparent. C’est ainsi que Russell, en distinguant deux sortes de souvenir, précise les rapports qu’il y a entre la mémoire des expériences passées et la question de l’identité personnelle dans le temps.
Temps	Sénèque	« La vie des hommes occupés est extrêmement courte », affirme Sénèque dans <i>La Brièveté de la vie</i>. Alors que le sage vit dans l’<em>otium</em> (le loisir) et sait se détacher du présent qui fuit, l’insensé, tourmenté par ce même présent, ne laisse-t-il pas échapper le temps qu’il veut saisir ?
Travail	Alain	Alain cherche à déterminer la notion de jeu en la distinguant de deux autres types d’activité : le travail et l’art. Il parvient ainsi à dégager certaines caractéristiques propres au travail : le travail n’est il pas une activité dominée par la nécessité ?
Travail	Arendt	Au contraire, l’époque moderne survalorise le travail et déprécie la contemplation et l’action politique. Cela rend plus difficile la construction d’un « monde commun ».
Travail	Arendt	La modernité a généralisé et valorisé le travail, de sorte que ne plus travailler reviendrait à détruire le socle des sociétés actuelles.
Travail	Arendt	Pour les Grecs de l’Antiquité, le travail était une nécessité honteuse
Travail	Aristote	Il importe de distinguer avec justesse les différentes sortes de pratiques humaines. C’est pourquoi Aristote définit l’activité productive (<em>poiêsis</em>) comme une pratique spécifique, sollicitant d’autres vertus intellectuelles et d’autres habiletés que la connaissance (<em>theoria</em>) et l’action (<em>praxis</em>).
Travail	Aristote	Le travail altère les dispositions de l'homme libre. Dans le cadre d'une réflexion sur l'éducation et la politique, Aristote compare les différents arts (métiers) pour évaluer leur valeur formatrice. Or les arts utiles peuvent, par leur côté laborieux, atrophier les dispositions corporelles et intellectuelles de l'homme libre, surtout lorsqu il s'agit de travailler pour d'autres.
Travail	Diderot	La distinction entre arts mécaniques et arts libéraux oppose les activités dignes d’un homme libre à celles contraintes par la nécessité de satisfaire des besoins vitaux. Une telle dévaluation des activités productives et utilitaires ne tient-elle pas du préjugé ?
Travail	Ficin	Une tradition de la Renaissance italienne insiste sur la dignité du travail (<em>labor</em>) et de la vie active. Si l’homme ne peut, comme Dieu, créer à partir de rien, par son travail, il « imite toutes les œuvres de la nature divine et exécute, corrige, perfectionne les ouvrages de la nature inférieure », selon Ficin. Les fabrications de l’âme humaine ne sont-elles pas les signes de la puissance presque divine de l’homme ?
Travail	Freud	Si les « déplacements » d’énergie vitale (libido) sont un « gain de plaisir », avance Freud, dans <i>Le Malaise dans la culture</i>, toujours est-il que cette méthode « n’est accessible qu’à peu d’hommes » et qu’« elle fait d’ordinaire défaillance lorsque le corps propre devient la source de la souffrance ». À cette occasion, dans une note de bas de page de l’ouvrage, Freud précise les relations du travail humain et de la vie de l’âme.
Travail	Hegel	C’est dans l’expérience du travail que nous pouvons nous approprier nos puissances de penser et d’agir
Travail	Hegel	L'homme s'élève à une liberté nouvelle par le travail. Dans la dialectique du maître et du serviteur, Hegel examine la transformation d'une première soumission en liberté positive. Par son travail, le serviteur obéit certes à son maître, mais il se constitue comme acteur en dépassant son désir immédiat. Par là, le serviteur s'élève à une liberté nouvelle, celle du sujet prenant conscience de lui-même à travers ses oeuvres.
Travail	Hegel	Qui travaille s’habitue, pour satisfaire ses besoins, à s’occuper d’un objet particulier. La division du travail en tâches de plus en plus simples, abstraites, ne tend-elle pas, dès lors, à isoler les individus dans leur particularité en restreignant le champ de leurs préoccupations ? Mais est-ce là son seul effet ?
Travail	Kant	Le travail répond à d'autres besoins que la survie : il constitue une occupation saine qui évite à l'homme de sombrer dans l'ennui.
Travail	Kierkegaard	L'oisiveté est un idéal à viser.
Travail	Krisis	Non seulement il est possible de ne plus travailler, mais c'est la seule manière de redonner sens aux activités humaines.
Travail	Locke	Au début du cinquième chapitre du <i>Second Traité du gouvernement</i>, Locke explique qu’il s’efforcera de montrer « comment les hommes en viennent à acquérir une propriété sur certaines parties de ce que Dieu a donné en commun au genre humain, et cela sans aucun accord exprès de l’ensemble des copossesseurs ».
Travail	Locke	Le travail justifie l'appropriation des ressources naturelles.
Travail	Marx	L'homme se construit par le travail. Le travail transforme la nature mais, selon Marx, il transforme aussi l'homme lui-même. En travaillant, l'homme actualise ses dispositions, y compris celles qui lui sont propres et concernent la conscience et l'esprit. C'est donc par le travail que l'humanité se construit.
Travail	Marx	La production capitaliste transforme l'ouvrier en objet. Si l'homme se construit par le travail, l'ouvrier, dans le contexte de l'usine, se perd dans son travail. Pour Marx, l'économie moderne conduit l'ouvrier à s'aliéner dans l'acte même de production : en produisant une marchandise abstraite, qui ne lui appartient pas, l'ouvrier se trouve dépossédé de sa propre réalité.
Travail	Marx	Le travail industriel moderne aliène le travailleur
Travail	Marx	Pour Marx, la fonction initiale du travail, lorsqu’il est « vraiment humain », est d’accomplir les caractéristiques de l’être humain, être à la fois biologique et social. Cependant, dans certaines conditions, et en particulier avec la révolution industrielle, le travail devient « aliénant ». Comment le travail peut-il donc devenir étranger à celui qui l’exécute ?
Travail	Marx	Transformant la compréhension aristotélicienne de l’homme comme « animal politique », Marx, en plaçant les mécanismes de production au centre des « différentes formes de connexion sociale », s’oppose à une conception romanesque de l’être humain qui négligerait l’importance de son inscription sociale.
Travail	Merleau-Ponty	Dans le troisième chapitre de <i>La Structure du comportement</i>, Merleau-Ponty interroge le passage de comportements vitaux propres aux animaux aux comportements spécifiquement humains. Que nous dit le travail sur la structure des comportements humains ?
Travail	Nietzsche	Le travail est une une manière d'affaiblir l'individu.
Travail	Nietzsche	Le travail moderne abrutit le travailleur en le privant de sa liberté et de son individualité. Il l’empêche ainsi de nuire aux autres, et en ce sens constitue la meilleure des polices. C’est parce que le travail a cette fonction de contrôle social qu’il est autant encensé par nos sociétés.
Travail	Proudhon	Le travail ne justifie pas la propriété privée.
Travail	Rousseau	Dans la seconde partie du <i>Discours sur l’origine et les fondements de l’inégalité parmi les hommes</i>, Rousseau soutient que l’éloignement de l’état de nature a d’abord conduit à « un juste milieu entre l’indolence de l’état primitif et la pétulante activité de notre amour-propre », mais que « tous les progrès ultérieurs ont été en apparence autant de pas vers la perfection de l’individu, et en effet vers la décrépitude de l’espèce ».
Travail	Rousseau	La division du travail constitue une des origines de l'inégalité. Le travail, sous la forme d'arts spécialisés, a eu un rôle dans la genèse de l'inégalité sociale et politique en rendant les hommes dépendants et en introduisant une première différence de statuts.
Travail	Simondon	La tradition marxiste définit le travail aliéné comme une privation de la propriété des moyens de la production, de la maîtrise du processus de production, et de la propriété de l’objet produit. Simondon discute cette définition. L’aliénation n’estelle pas d’abord culturelle et cognitive ? Les catégories du capital et du travail ne sont-elles pas « inessentielles par rapport à l’activité technique » ?
Travail	Smith	Platon, dans <i>La République</i>, concevait la division du travail comme une répartition des tâches délibérément mise en œuvre par l’intelligence humaine. Smith propose d’y voir plutôt un phénomène immanent au processus de production. Quel est le principe de cette division, si ce n’est la recherche d’une manière optimale de satisfaire des besoins définis ? En quoi diviser le travail est-il avantageux ?
Travail	Smith	Selon Smith, la division du travail « n’est pas à l’origine l’effet de quelque sagesse humaine qui prévoit et veut l’opulence générale qu’elle suscite » ; elle est plutôt une conséquence « nécessaire », qui ne se fonde sur aucune bienveillance, mais sur l’intérêt particulier. Comment l’intérêt particulier en vient-il à engendrer un système qui apporte un bien général ?
Travail	Weil	En décembre 1934, Simone Weil entre comme « manœuvre sur la machine » dans une usine. Professeure agrégée, elle s’établit pour mieux connaître la réalité du travail ouvrier. C’est dans ce contexte qu’elle analyse les ressorts de l’obéissance du travailleur.
Travail	Weil	L'homme se construit par le travail. Le travail transforme la nature mais, selon Marx, il transforme aussi l'homme lui-même. En travaillant, l'homme actualise ses dispositions, y compris celles qui lui sont propres et concernent la conscience et l'esprit. C'est donc par le travail que l'humanité se construit.
Travail	Weil	Pour être libre, un mode de production doit faire en sorte que le travailleur mette en oeuvre son intelligence en cherchant par lui-même des solutions à des problèmes.
Travail	Zhuangzi	Une anecdote de Tchouang-tseu évoque un nageur qui traverse avec aisance de dangereuses chutes d’eau : « J’ai grandi dans l’eau et je m’y suis accoutumé, voilà le naturel. Je m’y meus sans même m’en rendre compte, voilà la vie même », explique-t-il. De même, l’habitude qui mène au naturel, la familiarité avec l’objet travaillé n’assurent-elles pas l’efficacité et la virtuosité du travail ?
Vérité	Anscombe	C'est en fonction de l'intention présente qu un mensonge est un mensonge.
Vérité	Augustin	Contrairement à l'erreur, le mensonge est une duplicité.
Vérité	Augustin	Le paragraphe 40 du dialogue intitulé <i>Le Maître</i> d’Augustin est consacré à l’enseignement de ces « choses que nous contemplons par l’esprit, c’est-à-dire par l’intellect et la raison ». La considération des choses intelligibles, à la différence des choses sensibles, est au fondement d’une critique de la prétendue puissance démonstrative des mots.
Vérité	Bouveresse	On ne peut pas mettre en cause la vérité sous prétexte que tout pouvoir tend à faire passer pour vraies les croyances qui peuvent le renforcer.
Vérité	Constant	Si un brigand vient frapper à ma porte parce qu’il cherche un homme que j’ai caché chez moi quelques minutes auparavant, suis-je vraiment tenu de dire la vérité ? Pour Kant, je ne peux jamais justifier moralement mon action par ses conséquences, parce que celles-ci sont toujours incertaines.
Vérité	Cues	Pour réduire l’ignorance, il faut être certain que ce qui est ignoré est proportionné à ce qui est connu. Sinon, la connaissance ne saurait progresser. Mais comment acquérir une telle certitude ? Y parvenir reviendrait à surmonter une contradiction logique insurmontable, où l’on saurait déjà ce qui reste encore à savoir. Ainsi, c’est la possibilité d’un accès absolument exact à la vérité qui est remise en cause par Nicolas de Cues dans <i>La Docte Ignorance</i>.
Vérité	Descartes	Mersenne, correspondant de Descartes, lui avait envoyé l’ouvrage <i>De veritate</i> (« De la vérité »), d’Herbert de Cherbury. Le remerciant pour son envoi, Descartes lui répond que définir la vérité, c’est risquer d’en opacifier l’intelligence : l’évidence de la « lumière naturelle » qu’est notre raison doit suffire à en comprendre le sens.
Vérité	Diderot	Nous devons donner notre assentiment aux affirmations rationnellement acceptables, et à elles seules.
Vérité	Foucault	La vérité est un fait de culture.
Vérité	Hegel	Les additions à l’<i>Encyclopédie des sciences philosophiques</i> sont issues des notes de cours des élèves de Hegel. S’y trouvent explicités, à des fins pédagogiques, des concepts centraux. Hegel propose une définition de la vérité qui ne subordonne pas la vérité d’une pensée à la réalité factuelle. La vérité serait alors l'accord d’un contenu avec lui?même.
Vérité	Heidegger	L’œuvre d’art nous donne le monde dans sa vérité
Vérité	Hume	Dans l’<i>Enquête sur l’entendement humain</i>, Hume soutient que les vérités qui concernent les faits ne peuvent ni être démontrées par le raisonnement ni s’appuyer sur une évidence intuitive ; elles reposent sur des associations d’idées opérées par l’imagination humaine, sous l’effet de l’habitude. Est-ce à dire que ces vérités se réduisent à des fictions sans consistance ?
Vérité	Hume	Pour établir des vérités de fait, il faut avoir recours à l'expérience.
Vérité	James	Il faut redéfinir la vérité par le succès.
Vérité	James	Une tradition classique définit la vérité comme l’accord, ou l’adéquation, entre le réel et sa représentation. Cette définition a pu être discutée, voire récusée. James en accepte l’essentiel, mais en nuance le concept ; en effet, les modes d’acquisition de la vérité, c’est-à-dire le dynamisme de l’enquête, ne sont-ils pas cruciaux pour qui veut en saisir la notion ?
Vérité	Kant	Il n'y a pas de critère universel de vérité.
Vérité	Kant	La vérité est souvent définie comme l’adéquation de la connaissance avec son objet. Kant, concédant cette définition, pose une question plus difficile : comment reconnaître une connaissance vraie, une fois la vérité définie comme adéquation ?
Vérité	Kant	Le mensonge n’est jamais acceptable, parce qu’il n’est pas universalisable sans contradiction
Vérité	Kant	Une conviction vraie doit pouvoir être partagée.
Vérité	Leibniz	Descartes soutient dans son œuvre qu’un critère fiable de la vérité d’une proposition est son évidence, c’est-à-dire sa clarté et sa distinction intrinsèques. Ainsi pourraient être justifiées des propositions fondamentales, sur lesquelles d’autres propositions, moins évidentes, pourraient ensuite être étayées. Leibniz discute cette conception.
Vérité	Lucrèce	Dans le livre IV du <i>De rerum natura</i> (<i>De la nature</i>), Lucrèce, réfléchissant aux phénomènes trompeurs qui accompagnent souvent l’exercice des sens (reflets, illusions, mirages, échos, ombres, rêves, fantasmes), se demande s’il faut conclure à une tromperie irrémédiable des sens. « N’impute pas aux yeux les défauts de l’esprit », déclare le poète et disciple d’Épicure.
Vérité	Nietzsche	Au lieu de se demander quels sont les critères de la vérité, Nietzsche s’interroge sur la « valeur de la vérité » pour la vie et sur l’origine de notre désir de connaissance. La perspective généalogique démasque alors, sous l’apparence d’une poursuite désintéressée de la vérité, une croyance qui dépasse le domaine restreint de la recherche scientifique.
Vérité	Nietzsche	C'est la vie en société qui entraîne la fixation d'une vérité commune et la condamnation du mensonge, non parce qu il est mauvais, mais à cause de ses conséquences.
Vérité	Pascal	Dans <i>De l’esprit géométrique et de l’art de persuader</i>, Pascal cherche à définir la manière de prouver une vérité que l’on possède. Prenant la géométrie comme modèle, il affirme que la « véritable méthode » consisterait « à définir tous les termes et à prouver toutes les propositions ». Mais cet idéal semble être impossible à appliquer dans la pratique.
Vérité	Platon	Il arrive que l’on agisse bien sans posséder de savoir fondé rationnellement, mais en suivant une croyance qui s’avère exacte et que Socrate nomme « opinion droite ». Si le savoir et l’opinion droite saisissent tous deux la vérité, comment les différencier ?
Vérité	Platon	Il n’y a rien de plus confortable que l’ignorance. La sortie de l’ignorance s’exerce donc toujours comme une violence ; par ses questions et son exigence constante de vérité, Socrate dérangeait les Athéniens, qui ont fini par le condamner à mort pour trouble à l’ordre social.
Vérité	Platon	L’Étranger, personnage principal du <i>Sophiste</i>, redoute d’être « devenu une sorte de parricide », c’est-à-dire d’avoir tué le père de la pensée, Parménide, qui soutenait que « seul l’être est, le non-être n’est pas ». Car qui veut comprendre le magicien, l’expert en illusion qu’est le sophiste, doit pouvoir penser la réalité du faux.
Vérité	Platon	La vérité n'est pas l'opinion de chacun.
Vérité	Platon	La vérité ne doit pas être recherchée du côté des apparences que nous offrent les objets des sens, mais du côté de leurs modèles intelligibles.
Vérité	Platon	Nous sommes spontanément plongés dans une ignorance radicale qui nous empêche même de reconnaître la vérité quand nous la voyons
Vérité	Putnam	La vérité ne peut se réduire à l'accord des esprits.
Vérité	Rousseau	Dans la quatrième promenade des <i>Rêveries du promeneur solitaire</i>, Rousseau se livre à un examen de conscience : lui qui avait pour devise de consacrer sa vie à la vérité (« <em>vitam impendere vero</em> ») reconnaît s’être souvent livré à des « inventions », à des mensonges « de gaieté de cœur, sans nécessité, sans profit ». Que devons-nous à la vérité ?
Vérité	Spinoza	L'ensemble de notre savoir doit prendre pour modèle les mathématiques, où les théorèmes s'enchaînent déductivement sur la base d'affirmations initiales dont on ne peut douter.
Vérité	Spinoza	L’entendement, pour être apte à la connaissance de la plus haute perfection à laquelle l’homme doit parvenir, doit être réformé. Se pose alors un problème de méthode, l’entendement étant à la fois ce qui est à réformer et ce qui va déterminer les voies de la réforme. La recherche de la vérité n’est-elle pas compromise ?
Vérité	Tocqueville	Pour Tocqueville, la démocratie ne se réduit pas à un ensemble d’institutions politiques ; c’est avant tout un état social caractérisé par une égalité des conditions. Un tel état social exerce une influence sur les mœurs et les habitudes intellectuelles des individus, pouvant encourager l’exercice individuel de la raison. Est-ce à dire que les autorités sociales censées dire la vérité deviennent inutiles ?
Vérité	Zhuangzi	Le vrai est naturel, et non conventionnel.
